일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전운량(10분위)
2022-07-26 8:00,25.4,,1.4,99,0.4,0.7,2
2022-07-26 9:00,26.8,,0.5,94,0.4,1.21,8
2022-07-26 10:00,27.5,,0.6,90,0.1,1.38,8
2022-07-26 11:00,28.5,,0.9,85,0.3,1.83,7
2022-07-26 12:00,29.6,,1.4,80,0.3,2.03,8
2022-07-26 13:00,29.2,,2.1,80,0.2,1.51,8
2022-07-26 14:00,30.4,,0.9,78,0.4,1.73,7
2022-07-26 15:00,30.9,,2.5,68,0.7,2.31,8
2022-07-26 16:00,31.2,,1.5,67,0.6,1.8,6
2022-07-26 17:00,31.3,,2.6,70,0.4,1.11,6
2022-07-26 18:00,29.8,,2.6,70,0.8,1.01,4
2022-07-26 19:00,29.3,,2,72,0.4,0.39,0
2022-07-26 20:00,28.1,,1.8,79,0,0.09,5
2022-07-26 21:00,27.4,,2,86,,,6
2022-07-26 22:00,26.3,,2.3,96,,,6
2022-07-26 23:00,25.8,,1.9,97,,,5
2022-07-27 0:00,25.2,,1,97,,,5
2022-07-27 1:00,24.9,,2.4,97,,,6
2022-07-27 2:00,24,,0,98,,,2
2022-07-27 3:00,24,,1,99,,,2
2022-07-27 4:00,23.2,,1.1,99,,,3
2022-07-27 5:00,23.1,,0,99,,,1
2022-07-27 6:00,23.2,,0.5,99,0,0.07,2
2022-07-27 7:00,23.7,,0.5,99,0.7,0.44,5
2022-07-27 8:00,25.3,,0.7,92,1,0.98,3
2022-07-27 9:00,27,,0.4,82,1,1.81,5
2022-07-27 10:00,28,,0.3,75,1,2.31,3
2022-07-27 11:00,29.5,,1.2,67,1,2.83,6
2022-07-27 12:00,30.2,,3.3,62,0.9,3,6
2022-07-27 13:00,31.1,,2.3,62,1,3.45,6
2022-07-27 14:00,31.3,,3.4,58,1,3.42,7
2022-07-27 15:00,31.3,,2.1,61,1,2.81,7
2022-07-27 16:00,30.7,,2,64,0.5,1.95,7
2022-07-27 17:00,29.7,,2.4,67,0.5,1.17,7
2022-07-27 18:00,29.6,,3.1,67,0.3,0.69,7
2022-07-27 19:00,28.5,,2.4,73,0.4,0.5,8
2022-07-27 20:00,27.6,,2.3,78,0,0.11,8
2022-07-27 21:00,27.2,,1.8,79,,,7
2022-07-27 22:00,26.8,,1.3,82,,,8
2022-07-27 23:00,26.4,,1.5,87,,,6
2022-07-28 0:00,25.8,,0.4,91,,,6
2022-07-28 1:00,25.4,,0.4,93,,,6
2022-07-28 2:00,25.2,,0.1,96,,,6
2022-07-28 3:00,24.9,,0.2,97,,,5
2022-07-28 4:00,24.5,,0.4,98,,,3
2022-07-28 5:00,24.5,,0.2,99,,,3
2022-07-28 6:00,23.8,,0.3,99,0,0.07,3
2022-07-28 7:00,24.6,,0,98,0.7,0.37,0
2022-07-28 8:00,26.7,,0.1,91,1,1,0
2022-07-28 9:00,27.9,,0.6,81,1,1.72,0
2022-07-28 10:00,29.2,,0.6,77,1,2.3,2
2022-07-28 11:00,30.6,,3.8,71,0.8,2.27,0
2022-07-28 12:00,31.7,,1.9,62,1,3.18,0
2022-07-28 13:00,32.3,,3.2,62,1,3.42,0
2022-07-28 14:00,32.4,,4,60,1,3.42,0
2022-07-28 15:00,32.6,,3.9,55,1,3.08,0
2022-07-28 16:00,32.5,,2.1,57,1,2.56,0
2022-07-28 17:00,32.3,,3.3,61,1,2,1
2022-07-28 18:00,31.3,,2.8,65,1,1.3,3
2022-07-28 19:00,30,,1.6,72,0.8,0.44,2
2022-07-28 20:00,28.9,,1.1,79,0.1,0.1,5
2022-07-28 21:00,28.6,,1.7,81,,,7
2022-07-28 22:00,28,,1.4,87,,,3
2022-07-28 23:00,27.7,,1.2,89,,,2
2022-07-29 0:00,27.4,,0.8,94,,,2
2022-07-29 1:00,26.9,,0.6,96,,,2
2022-07-29 2:00,26.5,,1,98,,,2
2022-07-29 3:00,26.3,,1.2,98,,,2
2022-07-29 4:00,26.3,,0.2,97,,,2
2022-07-29 5:00,25.8,,1,99,,,2
2022-07-29 6:00,25.6,,0.8,99,0,0.06,0
2022-07-29 7:00,26.2,,1.4,98,0.8,0.4,0
2022-07-29 8:00,27.9,,2.5,91,1,1.08,2
2022-07-29 9:00,30.2,,1.3,80,1,1.89,3
2022-07-29 10:00,32,,1.7,68,1,2.77,7
2022-07-29 11:00,32.7,,1.8,63,1,2.45,3
2022-07-29 12:00,33.3,,1.4,68,0.9,3.08,6
2022-07-29 13:00,33.4,,2.2,59,0.8,2.54,5
2022-07-29 14:00,34.4,,1.7,58,0.7,2.21,2
2022-07-29 15:00,34.4,,1.4,57,0.8,2.06,4
2022-07-29 16:00,33.5,,2,58,0.7,1.34,5
2022-07-29 17:00,34.2,,1.2,59,0.9,1.68,2
2022-07-29 18:00,33.5,,1.5,59,1,1.29,3
2022-07-29 19:00,32.2,,1.1,63,0.3,0.32,4
2022-07-29 20:00,31,,1.6,70,0.1,0.08,6
2022-07-29 21:00,30.5,,1.2,73,,,0
2022-07-29 22:00,29.9,,2,70,,,3
2022-07-29 23:00,29.6,,1.9,70,,,3
2022-07-30 0:00,28.8,,1.6,75,,,2
2022-07-30 1:00,28.3,,2,77,,,3
2022-07-30 2:00,28.2,,1.7,80,,,3
2022-07-30 3:00,27.5,,1.7,82,,,0
2022-07-30 4:00,26.5,,2.3,89,,,0
2022-07-30 5:00,26.3,,1.1,90,,,0
2022-07-30 6:00,26.6,,1.2,91,0,0.06,2
2022-07-30 7:00,27.4,,1.4,87,0.7,0.38,4
2022-07-30 8:00,28.5,,2.4,84,1,1.05,5
2022-07-30 9:00,29.9,,1.7,75,0.5,1.17,7
2022-07-30 10:00,29.8,,2.6,73,0.3,1.34,8
2022-07-30 11:00,30,,1.6,72,0.1,1.26,7
2022-07-30 12:00,30,,2.4,75,0.2,1.47,10
2022-07-30 13:00,29.6,,3.1,78,0,1.01,10
2022-07-30 14:00,28.8,0,2.1,85,0,0.8,10
2022-07-30 15:00,28.3,0,2.2,93,0,0.65,10
2022-07-30 16:00,28.2,0,1.8,92,0,0.62,10
2022-07-30 17:00,28.7,0,1.5,90,0,0.51,10
2022-07-30 18:00,28.9,0,1.9,87,0,0.51,10
2022-07-30 19:00,29.1,,1.8,83,0,0.31,8
2022-07-30 20:00,28.6,,1.6,86,0,0.1,8
2022-07-30 21:00,28.7,,2.3,83,,,8
2022-07-30 22:00,28.7,,1.4,83,,,10
2022-07-30 23:00,28.2,,1.6,86,,,10
2022-07-31 0:00,28.1,0,2.1,87,,,10
2022-07-31 1:00,28.2,0,1.7,87,,,10
2022-07-31 2:00,27.6,0,1,93,,,10
2022-07-31 3:00,27.9,0,1.6,91,,,8
2022-07-31 4:00,27.6,,1.9,93,,,9
2022-07-31 5:00,26.4,0,1.7,99,,,10
2022-07-31 6:00,25.4,1.6,1.3,99,0,0.05,10
2022-07-31 7:00,26.1,0,1.4,99,0,0.19,10
2022-07-31 8:00,26.7,0,2.5,99,0,0.42,10
2022-07-31 9:00,27.3,0,2.6,97,0,0.56,10
2022-07-31 10:00,27.5,0,1.2,97,0,0.58,10
2022-07-31 11:00,26.9,0,1.7,99,0,0.64,10
2022-07-31 12:00,25.7,4.9,0.9,99,0,0.23,10
2022-07-31 13:00,26,1.9,1.9,99,0,0.53,10
2022-07-31 14:00,26,1,2.1,99,0,0.64,10
2022-07-31 15:00,26.8,0.1,3.7,99,0,1.13,10
2022-07-31 16:00,27.6,,3.3,97,0,1.34,10
2022-07-31 17:00,27,0,3.1,99,0,0.51,10
2022-07-31 18:00,25.9,0.6,2.6,99,0,0.48,10
2022-07-31 19:00,26.5,0,3.3,99,0,0.23,10
2022-07-31 20:00,26.2,1.3,3.7,99,0,0.09,10
2022-07-31 21:00,26.4,0.1,2.2,99,,,9
2022-07-31 22:00,26.8,0.3,3,99,,,10
2022-07-31 23:00,25.8,7.1,2.2,99,,,10
2022-08-01 0:00,26,7.5,3.2,99,,,10
2022-08-01 1:00,26.5,0.3,4.1,99,,,10
2022-08-01 2:00,27.2,0,4.5,99,,,8
2022-08-01 3:00,27.3,,3.9,99,,,8
2022-08-01 4:00,27.2,0,3.8,99,,,10
2022-08-01 5:00,26.4,0.4,2.8,99,,,10
2022-08-01 6:00,25.8,0.1,2.1,99,0,0.06,10
2022-08-01 7:00,25.7,0.7,1.5,99,0,0.11,10
2022-08-01 8:00,26.9,0,2,99,0,0.35,10
2022-08-01 9:00,27.9,,1.4,99,0.1,0.93,7
2022-08-01 10:00,28.9,0,3.3,97,0.4,1.36,8
2022-08-01 11:00,29.1,0,1.8,97,0,1.09,9
2022-08-01 12:00,28.3,0,2.6,97,0,1.09,10
2022-08-01 13:00,29.1,0,3,93,0,1.25,10
2022-08-01 14:00,28.9,0,1.2,95,0,1.04,10
2022-08-01 15:00,29,,1.3,97,0,0.83,8
2022-08-01 16:00,28.8,,2.7,97,0,0.9,8
2022-08-01 17:00,28.7,,4,97,0,0.41,7
2022-08-01 18:00,28.4,,4.7,98,0,0.32,5
2022-08-01 19:00,28.3,,3.5,98,0,0.19,6
2022-08-01 20:00,27.9,,2.8,99,0,0.07,7
2022-08-01 21:00,27.5,,3.1,99,,,3
2022-08-01 22:00,27.4,0,3.2,98,,,10
2022-08-01 23:00,26.7,0,3,99,,,10
2022-08-02 0:00,26.9,0,2.8,99,,,9
2022-08-02 1:00,27,,1.9,99,,,9
2022-08-02 2:00,26.5,0,3.3,99,,,10
2022-08-02 3:00,26.3,0,1.7,99,,,10
2022-08-02 4:00,25.8,0.7,2.4,99,,,10
2022-08-02 5:00,25.6,0.2,2,99,,,10
2022-08-02 6:00,25.7,0.3,1.9,99,0,0.07,8
2022-08-02 7:00,26.1,,2.3,99,0,0.18,8
2022-08-02 8:00,26.1,0.3,1.9,99,0,0.48,10
2022-08-02 9:00,27.3,0,2.8,99,0.2,0.59,7
2022-08-02 10:00,28.7,,3.5,97,0.7,1.92,8
2022-08-02 11:00,28.5,,3.5,98,0.1,1.26,9
2022-08-02 12:00,28.5,0.2,3.3,99,0.3,1.56,9
2022-08-02 13:00,29.3,,2.9,97,0.1,1.68,9
2022-08-02 14:00,29.1,,2.9,97,0.1,1.01,6
2022-08-02 15:00,30.2,,3.2,89,0.5,2.07,8
2022-08-02 16:00,30.1,,2.1,87,0.3,1.33,8
2022-08-02 17:00,31.4,,2.8,76,0.6,1.49,8
2022-08-02 18:00,30.7,,2.4,81,0.4,0.75,8
2022-08-02 19:00,29.7,,1.3,84,0.9,0.6,7
2022-08-02 20:00,28.5,,1.9,98,0.2,0.11,5
2022-08-02 21:00,28.1,,1.5,97,,,5
2022-08-02 22:00,27.6,,2,98,,,3
2022-08-02 23:00,27.1,,0.9,99,,,6
2022-08-03 0:00,27,,1.2,99,,,3
2022-08-03 1:00,26.2,2.6,1.3,99,,,10
2022-08-03 2:00,25.9,0,1,99,,,5
2022-08-03 3:00,26.2,0.1,0.4,99,,,8
2022-08-03 4:00,26,,0.8,99,,,10
2022-08-03 5:00,25.7,0.1,0.7,99,,,10
2022-08-03 6:00,25.9,0.1,0.6,99,0,0.06,7
2022-08-03 7:00,26.3,,0.9,99,0.1,0.25,6
2022-08-03 8:00,27.8,,1.1,99,0.5,0.78,5
2022-08-03 9:00,28.1,,0.3,99,0.1,0.74,7
2022-08-03 10:00,29.8,,0.5,90,0.4,1.42,5
2022-08-03 11:00,26.2,7.3,1.5,99,0.1,0.81,10
2022-08-03 12:00,28.1,0,1.6,99,0.4,1.68,8
2022-08-03 13:00,29.3,,1.9,99,0.2,1.97,8
2022-08-03 14:00,29.2,,2.7,99,0.1,1.76,8
2022-08-03 15:00,30.9,,2.1,86,0.4,2.05,8
2022-08-03 16:00,30,1.2,0.7,99,0.5,1.72,8
2022-08-03 17:00,29.6,,1.1,97,0.6,1.71,8
2022-08-03 18:00,29.4,,1.6,98,0.5,0.87,8
2022-08-03 19:00,28.9,0,2.6,98,0.5,0.44,8
2022-08-03 20:00,28.4,,0.9,99,0.1,0.1,8
2022-08-03 21:00,27.9,,1.3,99,,,7
2022-08-03 22:00,27.3,,1.8,99,,,7
2022-08-03 23:00,26.9,,1.6,99,,,6
2022-08-04 0:00,26.8,,1.7,99,,,6
2022-08-04 1:00,26.8,,2.1,99,,,6
2022-08-04 2:00,26.6,,1.6,99,,,5
2022-08-04 3:00,26.4,,0.9,99,,,3
2022-08-04 4:00,26.5,,1.4,99,,,7
2022-08-04 5:00,26.4,,0.5,99,,,5
2022-08-04 6:00,26.5,,0.5,99,0,0.06,6
2022-08-04 7:00,26.9,,0.6,99,0.3,0.29,4
2022-08-04 8:00,27.5,,1.1,99,0.2,0.57,8
2022-08-04 9:00,28.7,,1.3,98,0.5,1.19,8
2022-08-04 10:00,30,,1.4,91,0.8,1.92,9
2022-08-04 11:00,30.6,,1.9,80,0.8,2.53,7
2022-08-04 12:00,30.8,,1.5,79,0.7,2.8,7
2022-08-04 13:00,31.5,,1.1,77,0.4,2.25,8
2022-08-04 14:00,31.3,,2.4,82,0.4,1.83,9
2022-08-04 15:00,32.4,,0.8,72,0.9,2.61,7
2022-08-04 16:00,32.9,,1.9,77,0.7,1.94,8
2022-08-04 17:00,32.6,,2.2,71,1,2.2,7
2022-08-04 18:00,31.5,,2,83,0.6,0.97,7
2022-08-04 19:00,30.3,,2.6,87,0.9,0.61,7
2022-08-04 20:00,29.2,,1.8,91,0.1,0.11,4
2022-08-04 21:00,28.8,,2,96,,,2
2022-08-04 22:00,28.1,,1.8,99,,,2
2022-08-04 23:00,27.7,,1,99,,,2
2022-08-05 0:00,27.1,,2.1,99,,,2
2022-08-05 1:00,27,,1.5,99,,,2
2022-08-05 2:00,26.8,,1.5,99,,,1
2022-08-05 3:00,27,,1.6,99,,,4
2022-08-05 4:00,26.9,,1.6,99,,,4
2022-08-05 5:00,26.7,,1.6,99,,,6
2022-08-05 6:00,26.7,0,1.4,99,0,0.06,8
2022-08-05 7:00,27.1,,1.8,99,0,0.22,6
2022-08-05 8:00,27.4,,2.9,99,0,0.37,9
2022-08-05 9:00,28.3,,2.1,99,0,0.67,9
2022-08-05 10:00,29.5,,1.8,98,0.1,0.98,7
2022-08-05 11:00,30.7,,2.9,83,0.6,1.98,7
2022-08-05 12:00,31,,2,81,0.2,1.61,9
2022-08-05 13:00,30.8,,3,83,0.3,1.66,9
2022-08-05 14:00,32.5,,2.4,74,0.4,1.84,6
2022-08-05 15:00,32.3,,2.7,82,0.7,2.03,8
2022-08-05 16:00,32,,3.2,83,0.6,1.65,7
2022-08-05 17:00,31.3,,2.7,84,0.6,1.14,5
2022-08-05 18:00,30.6,,2.9,88,0.4,0.66,3
2022-08-05 19:00,29.8,,2.9,91,0.9,0.45,3
2022-08-05 20:00,29.2,,1.9,98,0,0.08,2
2022-08-05 21:00,28.6,,2,99,,,3
2022-08-05 22:00,28.4,,1.6,99,,,1
2022-08-05 23:00,28.1,,1.4,99,,,4
2022-08-06 0:00,27.8,,1.6,99,,,7
2022-08-06 1:00,27.6,,1,99,,,5
2022-08-06 2:00,27.6,,1.6,99,,,7
2022-08-06 3:00,27.5,,1.9,99,,,7
2022-08-06 4:00,27.4,,1.7,99,,,7
2022-08-06 5:00,27.3,,1.8,99,,,8
2022-08-06 6:00,27.3,,1.3,99,0,0.06,8
2022-08-06 7:00,27.6,,1.5,99,0,0.26,9
2022-08-06 8:00,28.5,,1.3,99,0.1,0.63,7
2022-08-06 9:00,29.3,,1.2,97,0.4,1.21,8
2022-08-06 10:00,29.8,,1.8,97,0.3,1.05,8
2022-08-06 11:00,30,,1.4,94,0.3,1.48,8
2022-08-06 12:00,31.3,,1.4,84,0.5,1.99,7
2022-08-06 13:00,32.7,,1.8,83,0.8,2.71,6
2022-08-06 14:00,33.1,,1.7,75,0.7,2.44,6
2022-08-06 15:00,33.4,,2.6,74,0.9,2.87,6
2022-08-06 16:00,32.9,,3,79,0.8,2.22,5
2022-08-06 17:00,32.8,,2.2,76,0.8,1.44,7
2022-08-06 18:00,32.7,,2.6,80,0.6,0.91,6
2022-08-06 19:00,31.4,,2.3,84,0.5,0.45,3
2022-08-06 20:00,30.3,,2.2,93,0,0.08,3
2022-08-06 21:00,29.6,,2.9,99,,,5
2022-08-06 22:00,28.8,,2.7,99,,,2
2022-08-06 23:00,28.1,,2.8,98,,,4
2022-08-07 0:00,28,,1.3,99,,,8
2022-08-07 1:00,27.9,,1.1,99,,,2
2022-08-07 2:00,27.6,,0.9,99,,,1
2022-08-07 3:00,27.5,,2.1,99,,,2
2022-08-07 4:00,27.7,,2.1,99,,,8
2022-08-07 5:00,27.6,,1.8,99,,,7
2022-08-07 6:00,27.8,,1.5,99,0,0.06,8
2022-08-07 7:00,27.9,,0.9,99,0,0.2,4
2022-08-07 8:00,28.8,,1.6,99,0.2,0.53,8
2022-08-07 9:00,29.8,,2.3,93,0.7,1.39,2
2022-08-07 10:00,31.1,,1.7,86,0.9,1.9,7
2022-08-07 11:00,32.5,,1.9,81,0.8,2.52,8
2022-08-07 12:00,33.1,,2.4,75,0.6,2.1,8
2022-08-07 13:00,33.6,,2.4,73,0.9,3.15,7
2022-08-07 14:00,33,,3.1,77,0.9,2.85,7
2022-08-07 15:00,33.2,,5,67,0.9,2.7,8
2022-08-07 16:00,32.6,,3.9,73,1,2.41,8
2022-08-07 17:00,32.1,,3.8,75,1,1.68,8
2022-08-07 18:00,30.9,,3.1,84,0.3,0.71,8
2022-08-07 19:00,30.1,,3,89,0,0.32,9
2022-08-07 20:00,29.1,,3.1,96,0,0.07,9
2022-08-07 21:00,28.6,,1.3,98,,,4
2022-08-07 22:00,28.7,,2.3,94,,,8
2022-08-07 23:00,28.4,,2.9,96,,,9
2022-08-08 0:00,28.4,,2.4,97,,,7
2022-08-08 1:00,28.2,,3.3,97,,,8
2022-08-08 2:00,28,,3,98,,,8
2022-08-08 3:00,27.9,,2.9,98,,,8
2022-08-08 4:00,27.8,,2.5,97,,,3
2022-08-08 5:00,27.8,,1.9,97,,,6
2022-08-08 6:00,27.4,,3,98,0,0.06,6
2022-08-08 7:00,27.6,,3.7,98,0,0.17,6
2022-08-08 8:00,28.4,,3,97,0.3,0.67,5
2022-08-08 9:00,29,,5.6,94,0.2,1.06,8
2022-08-08 10:00,30.1,,5.3,85,0.7,1.76,9
2022-08-08 11:00,30.8,,4.8,75,1,2.44,8
2022-08-08 12:00,30.6,,4.9,80,0.4,1.96,8
2022-08-08 13:00,30.8,,4.9,81,0,1.83,8
2022-08-08 14:00,31.5,,3.2,77,0.6,2.06,8
2022-08-08 15:00,30.8,,4.7,80,0.2,1.8,8
2022-08-08 16:00,30.6,,3.8,82,0,1.32,10
2022-08-08 17:00,29.9,,3.2,85,0,0.79,10
2022-08-08 18:00,29.5,,3,85,0,0.5,10
2022-08-08 19:00,28.9,,4,90,0,0.22,9
2022-08-08 20:00,28.4,,3,93,0,0.07,9
2022-08-08 21:00,28,,2.7,95,,,10
2022-08-08 22:00,27.8,,3.2,96,,,7
2022-08-08 23:00,27.7,,2.6,94,,,5
2022-08-09 0:00,27.4,,2.8,97,,,5
